,kata,vector
957,moga,-5.235997e-05
958,jaga,-4.2531115e-05
959,landscape,-1.6699225e-05
960,photography,1.0946389e-05
961,air,-0.00020020771
962,terjunx,-3.650764e-06
963,bagus,-0.00011133886
964,indah,-9.057975e-05
965,langsung,-8.093102e-05
966,turun,-7.3778734e-05
967,laut,-0.00017746219
968,air,-0.00020020771
969,terjun,-0.00017454562
970,toro,-6.304506e-05
971,lengkap,-1.6487445e-05
972,fasilitas,-1.6488188e-05
973,musholla,-1.6286236e-05
974,toilet,-9.865809e-05
975,warung,-3.6305635e-05
976,makan,-0.00011043447
977,kadang,-4.7875033e-05
978,buka,-4.034278e-05
979,kadang,-4.7875033e-05
980,tutup,-2.3892506e-05
981,mudah,-0.00012734455
982,jalan,-0.00012294568
983,raya,-5.1136707e-05
984,wisata,-8.929305e-05
985,alami,-4.2822077e-05
986,kena,-1.1006534e-05
987,parkir,-0.000118844
988,r,1.1372348e-05
989,r,1.1372348e-05
990,parkir,-0.000118844
991,luas,-5.563993e-05
992,nyaman,-5.1929102e-05
993,penasarannn,-1.4818974e-05
994,nyampek,-1.4719761e-05
995,kesana,-9.384369e-05
996,tempat,-3.260219e-05
997,bagus,-0.00011133886
998,tolong,-1.4934147e-05
999,spot,-7.39493e-05
1000,spot,-7.39493e-05
1001,foto,-6.582436e-05
1002,air,-0.00020020771
1003,terjun,-0.00017454562
1004,taman,1.7079761e-05
1005,main,-6.912762e-05
1006,rekomendasi,-0.0001078243
1007,alternatif,-1.7287717e-05
1008,wisata,-8.929305e-05
1009,pantura,-5.3062828e-05
1010,oke,-5.8010322e-05
1011,adorable,6.392326e-06
1012,place,-0.00013720438
1013,which,-2.744198e-05
1014,bagus,-0.00011133886
1015,spot,-7.39493e-05
1016,for,-0.00013478086
1017,relax,1.4643185e-05
1018,take,-4.3401178e-05
1019,picture,-6.487654e-05
1020,access,-4.7599577e-05
1021,easy,-3.7904898e-05
1022,but,-0.00016146262
1023,road,-3.840732e-05
1024,from,-0.00011370829
1025,bangkal,-4.9507886e-05
1026,area,-0.00013213312
1027,not,-0.00013741324
1028,bagus,-0.00011133886
1029,condition,9.326156e-06
1030,we,-2.1102547e-05
1031,must,-6.632002e-05
1032,drive,-4.148256e-05
1033,carefully,-2.6706331e-05
1034,but,-0.00016146262
1035,still,-5.28192e-05
1036,must,-6.632002e-05
1037,go,-7.0412636e-05
1038,place,-0.00013720438
1039,once,-2.5232663e-05
1040,before,-2.7599967e-06
1041,die,-1.6165719e-05
1042,need,-5.7062545e-05
1043,more,-2.2562934e-05
1044,facilities,1.1394464e-05
1045,take,-4.3401178e-05
1046,bagus,-0.00011133886
1047,point,-1.5591902e-05
1048,of,-0.00015270713
1049,picture,-6.487654e-05
1050,indah,-9.057975e-05
1051,cocok,-7.0398775e-05
1052,santai,1.3491511e-06
1053,air,-0.00020020771
1054,terjun,-0.00017454562
1055,tepi,-8.0951424e-05
1056,pantai,-0.00012732984
1057,inda,-7.0003493e-06
1058,jelang,-3.5494156e-06
1059,sore,-6.133221e-05
1060,selatan,1.4334349e-05
1061,pantai,-0.00012732984
1062,sore,-6.133221e-05
1063,matahari,-4.4312397e-05
1064,persis,-1.540726e-05
1065,belah,2.224942e-05
1066,barat,-6.6132648e-06
1067,mantp,-1.9276007e-05
1068,air,-0.00020020771
1069,terjun,-0.00017454562
1070,pinggir,-0.000114771996
1071,pantai,-0.00012732984
1072,lumayan,-4.1320374e-05
1073,bagus,-0.00011133886
1074,lokasi,-6.4654654e-05
1075,mudah,-0.00012734455
1076,jangkau,-5.8679994e-05
1077,pandang,-9.551442e-05
1078,indah,-9.057975e-05
1079,air,-0.00020020771
1080,kotor,-7.736593e-05
1081,deras,-1.316225e-05
1082,musim,-6.907945e-05
1083,hujan,-7.706003e-05
1084,air,-0.00020020771
1085,terjun,-0.00017454562
1086,toro,-6.304506e-05
1087,pinggir,-0.000114771996
1088,laut,-0.00017746219
1089,utara,-6.2090294e-05
1090,pulau,-8.983469e-05
1091,madura,-0.00012651196
1092,kota,-7.7478006e-05
1093,ketapang,-8.2815735e-05
1094,kabupaten,-7.2721996e-05
1095,sampang,-0.00016301368
1096,air,-0.00020020771
1097,terjun,-0.00017454562
1098,main,-6.912762e-05
1099,pasir,-2.1483756e-05
1100,utuh,-3.310329e-05
1101,keruk,-6.2740155e-06
1102,sisa,-2.6824091e-05
1103,batu,-8.811243e-08
1104,karang,-4.7368285e-05
1105,kotor,-7.736593e-05
1106,sempit,2.0046971e-05
1107,bagus,-0.00011133886
1108,waterfall,-0.00022243267
1109,of,-0.00015270713
1110,freshwater,-5.150898e-05
1111,into,-6.982945e-05
1112,java,-3.661766e-05
1113,sea,-0.00014120193
1114,indah,-9.057975e-05
1115,magnificent,-1.754704e-05
1116,pandang,-9.551442e-05
1117,bagus,-0.00011133886
1118,makan,-0.00011043447
1119,enak,-5.2772426e-05
1120,air,-0.00020020771
1121,terjun,-0.00017454562
1122,tarik,-7.814775e-05
1123,langsung,-8.093102e-05
1124,pantai,-0.00012732984
1125,bagus,-0.00011133886
1126,interesting,-2.1827838e-05
1127,waterfall,-0.00022243267
1128,directly,-5.2532447e-05
1129,go,-7.0412636e-05
1130,sea,-0.00014120193
1131,problem,2.1814144e-06
1132,alot,-1.0459188e-05
1133,of,-0.00015270713
1134,trash,2.4775372e-05
1135,hidup,-8.162638e-05
1136,sea,-0.00014120193
1137,rocks,-1.9380175e-05
1138,around,-6.124169e-05
1139,waterfall,-0.00022243267
1140,beach,-0.000109408735
1141,cheap,5.17063e-06
1142,ebtry,-7.4383242e-06
1143,only,-5.1840307e-05
1144,thousand,1.4829766e-06
1145,go,-7.0412636e-05
1146,here,-9.064691e-05
1147,please,2.4155483e-05
1148,trashing,-9.875558e-06
1149,hope,9.333848e-06
1150,people,-5.4052853e-05
1151,who,-2.4528257e-05
1152,work,-4.3291326e-05
1153,can,-6.462626e-05
1154,clean,-2.7461725e-05
1155,place,-0.00013720438
1156,not,-0.00013741324
1157,only,-5.1840307e-05
1158,asking,-2.783634e-05
1159,for,-0.00013478086
1160,entry,-9.682075e-06
1161,fee,-9.6493995e-06
1162,lumayan,-4.1320374e-05
1163,salah,-4.905699e-05
1164,destinasi,-9.605831e-05
1165,favorit,-1.543723e-05
1166,hunting,-2.3716848e-05
1167,foto,-6.582436e-05
1168,landscape,-1.6699225e-05
1169,pulau,-8.983469e-05
1170,madura,-0.00012651196
1171,mantap,-3.4522665e-05
1172,sejuk,-6.643778e-05
1173,nyaman,-5.1929102e-05
1174,wahana,1.718437e-05
1175,senang,-3.832697e-05
1176,air,-0.00020020771
1177,terjun,-0.00017454562
1178,toro,-6.304506e-05
1179,desa,-3.4517925e-06
1180,ketapang,-8.2815735e-05
1181,camat,-1.7538023e-05
1182,ketapang,-8.2815735e-05
1183,kabupaten,-7.2721996e-05
1184,sampang,-0.00016301368
1185,jl,-3.940656e-06
1186,raya,-5.1136707e-05
1187,pantai,-0.00012732984
1188,utara,-6.2090294e-05
1189,sampang,-0.00016301368
1190,parkir,-0.000118844
1191,motor,-8.319676e-05
1192,mobil,-2.7943022e-05
1193,luas,-5.563993e-05
1194,sungguh,-2.1417923e-06
1195,bagus,-0.00011133886
1196,banget,-7.6723794e-05
1197,air,-0.00020020771
1198,terjun,-0.00017454562
1199,indah,-9.057975e-05
1200,tepi,-8.0951424e-05
1201,laut,-0.00017746219
1202,bagus,-0.00011133886
1203,suka,-6.9168134e-05
1204,foto,-6.582436e-05
1205,foto,-6.582436e-05
1206,beda,3.87978e-06
1207,foto,-6.582436e-05
1208,kotor,-7.736593e-05
1209,air,-0.00020020771
1210,terjun,-0.00017454562
1211,langsung,-8.093102e-05
1212,laut,-0.00017746219
1213,rekomandasi,2.5186491e-05
1214,libur,-5.0814895e-05
1215,sanga,2.2208418e-05
1216,tempat,-3.260219e-05
1217,lumayan,-4.1320374e-05
1218,bagus,-0.00011133886
1219,cocok,-7.0398775e-05
1220,banget,-7.6723794e-05
1221,foto,-6.582436e-05
1222,long,-2.3988468e-05
1223,exposure,-1.3268398e-05
1224,rekomendasi,-0.0001078243
1225,baik,-4.3208525e-05
1226,sore,-6.133221e-05
1227,indah,-9.057975e-05
1228,pantura,-5.3062828e-05
1229,madura,-0.00012651196
1230,lengkap,-1.6487445e-05
1231,mampir,-2.6717362e-05
1232,air,-0.00020020771
1233,terjun,-0.00017454562
1234,toro,-6.304506e-05
1235,tepat,3.5208016e-06
1236,ketapang,-8.2815735e-05
1237,timur,-3.695549e-05
1238,kabupaten,-7.2721996e-05
1239,sampang,-0.00016301368
1240,air,-0.00020020771
1241,terjun,-0.00017454562
1242,langsung,-8.093102e-05
1243,jatuh,-5.099299e-05
1244,laut,-0.00017746219
1245,satu,-6.9944085e-06
1246,madura,-0.00012651196
1247,rest,-2.2267424e-05
1248,area,-0.00013213312
1249,parkir,-0.000118844
1250,makan,-0.00011043447
1251,toilet,-9.865809e-05
1252,bagus,-0.00011133886
1253,tempat,-3.260219e-05
1254,bagus,-0.00011133886
1255,sejuk,-6.643778e-05
1256,masuk,-0.0001161102
1257,gratis,-7.2794246e-05
1258,bayar,-6.0662645e-05
1259,parkir,-0.000118844
1260,rb,-3.925849e-05
1261,cobain,-4.6094345e-05
1262,foto,-6.582436e-05
1263,air,-0.00020020771
1264,terjun,-0.00017454562
1265,pandang,-9.551442e-05
1266,lokasi,-6.4654654e-05
1267,deket,-1.2955956e-05
1268,toilet,-9.865809e-05
1269,bayar,-6.0662645e-05
1270,lokasi,-6.4654654e-05
1271,jangkau,-5.8679994e-05
1272,dr,-3.6619957e-05
1273,area,-0.00013213312
1274,parkir,-0.000118844
1275,nyaman,-5.1929102e-05
1276,murni,-2.1292848e-05
1277,cinta,-2.2934228e-05
1278,alam,-5.6761175e-05
1279,cocok,-7.0398775e-05
1280,habis,-4.2906468e-05
1281,hujan,-7.706003e-05
1282,harap,-1.1112592e-05
1283,hati,-0.00010181013
1284,hati,-0.00010181013
1285,muaannntaaap,-2.8974124e-05
1286,kondisi,-2.5557618e-05
1287,hujan,-7.706003e-05
1288,air,-0.00020020771
1289,coklat,-2.2744276e-05
1290,oky,-5.9044287e-06
1291,tempatx,3.6760164e-05
1292,indah,-9.057975e-05
1293,akses,-6.482749e-05
1294,kesana,-9.384369e-05
1295,mudah,-0.00012734455
1296,bagus,-0.00011133886
1297,indah,-9.057975e-05
1298,memuaakan,1.9385327e-05
1299,sngat,9.900602e-06
1300,strategis,-7.16641e-05
1301,belah,2.224942e-05
1302,jalan,-0.00012294568
1303,raya,-5.1136707e-05
1304,pandang,-9.551442e-05
1305,bagus,-0.00011133886
1306,pagi,-4.340327e-05
1307,sore,-6.133221e-05
1308,desain,-5.1241666e-05
1309,cafe,-2.1533366e-05
1310,cantik,-3.9807714e-05
1311,dinding,1.651823e-05
1312,cerah,4.0864775e-06
1313,easy,-3.7904898e-05
1314,access,-4.7599577e-05
1315,quite,-6.914641e-05
1316,clean,-2.7461725e-05
1317,area,-0.00013213312
1318,clear,-3.0515786e-05
1319,water,-0.0001261116
1320,waterfall,-0.00022243267
1321,right,-3.980387e-05
1322,next,1.6408619e-06
1323,seaside,-2.6981688e-05
1324,bagus,-0.00011133886
1325,place,-0.00013720438
1326,for,-0.00013478086
1327,photographs,-1.7128694e-05
1328,chill,-2.2146034e-05
1329,beach,-0.000109408735
1330,with,-0.000104655475
1331,running,-8.202764e-06
1332,waterfall,-0.00022243267
1333,behind,1.3615772e-05
1334,gratis,-7.2794246e-05
1335,only,-5.1840307e-05
1336,fee,-9.6493995e-06
1337,for,-0.00013478086
1338,parking,-5.1598356e-05
1339,available,-4.565368e-05
1340,toilet,-9.865809e-05
1341,bathroom,1.5626746e-06
1342,mushola,-3.2814896e-05
1343,with,-0.000104655475
1344,praying,-1.49681255e-05
1345,equipment,-1.4623311e-05
1346,inside,-1.52157945e-05
1347,qur,1.9631427e-05
1348,mukena,1.792892e-05
1349,sarung,-1.7785935e-05
1350,etc,2.2145314e-06
1351,lokasi,-6.4654654e-05
1352,mudah,-0.00012734455
1353,jangkau,-5.8679994e-05
1354,tiket,-3.9612427e-05
1355,masuk,-0.0001161102
1356,tempat,-3.260219e-05
1357,indah,-9.057975e-05
1358,bagus,-0.00011133886
1359,place,-0.00013720438
1360,visit,-5.872008e-05
1361,rekomendasi,-0.0001078243
1362,pandang,-9.551442e-05
1363,hipnotis,2.7567641e-05
1364,mata,-9.132005e-05
1365,indah,-9.057975e-05
1366,alam,-5.6761175e-05
1367,have,-1.4522402e-06
1368,bagus,-0.00011133886
1369,place,-0.00013720438
1370,for,-0.00013478086
1371,your,-5.5602977e-05
1372,trip,-2.4471487e-06
1373,island,-5.0896833e-05
1374,kenang,-5.185484e-06
1375,simpan,-4.3687673e-05
1376,sana,-6.238465e-05
1377,mereuen,1.4946926e-06
1378,air,-0.00020020771
1379,terjun,-0.00017454562
1380,cantik,-3.9807714e-05
1381,nikmat,-7.232363e-05
1382,sunset,-0.00015195877
1383,air,-0.00020020771
1384,terjun,-0.00017454562
1385,tempat,-3.260219e-05
1386,sejuk,-6.643778e-05
1387,bagus,-0.00011133886
1388,tenang,-5.7069006e-05
1389,fikiran,-5.342002e-06
1390,bagus,-0.00011133886
1391,banget,-7.6723794e-05
1392,cocok,-7.0398775e-05
1393,banget,-7.6723794e-05
1394,spot,-7.39493e-05
1395,foto,-6.582436e-05
1396,santai,1.3491511e-06
1397,laut,-0.00017746219
1398,bagus,-0.00011133886
1399,cakeeep,8.1760624e-07
1400,wisata,-8.929305e-05
1401,bagus,-0.00011133886
1402,bersih,-0.00010601336
1403,terkoordiner,-1.9755207e-05
1404,pandang,-9.551442e-05
1405,bagus,-0.00011133886
1406,kena,-1.1006534e-05
1407,biaya,-3.0101119e-05
1408,masuk,-0.0001161102
1409,favorit,-1.543723e-05
1410,wanita,-9.547348e-06
1411,lumayan,-4.1320374e-05
1412,indah,-9.057975e-05
1413,air,-0.00020020771
1414,terjun,-0.00017454562
1415,indah,-9.057975e-05
1416,pandang,-9.551442e-05
1417,laut,-0.00017746219
1418,bagus,-0.00011133886
1419,pokok,-2.614949e-05
1420,kecewa,-1.3857033e-05
1421,kesana,-9.384369e-05
1422,air,-0.00020020771
1423,terjun,-0.00017454562
1424,toro,-6.304506e-05
1425,wisata,-8.929305e-05
1426,wajib,-3.008219e-05
1427,kunjung,-5.6902878e-05
1428,wisatawan,5.432235e-06
1429,lokasi,-6.4654654e-05
1430,bahaya,-3.179373e-05
1431,air,-0.00020020771
1432,terjun,-0.00017454562
1433,sayang,-9.006186e-05
1434,air,-0.00020020771
1435,terjun,-0.00017454562
1436,toro,-6.304506e-05
1437,kenal,-2.1669914e-05
1438,masyarakat,-3.315864e-05
1439,air,-0.00020020771
1440,terjun,-0.00017454562
1441,toro,-6.304506e-05
1442,tarik,-7.814775e-05
1443,cantik,-3.9807714e-05
1444,kere,-4.704401e-06
1445,lumayan,-4.1320374e-05
1446,sempit,2.0046971e-05
1447,mantap,-3.4522665e-05
1448,lumayan,-4.1320374e-05
1449,jln,-1.9952824e-05
1450,air,-0.00020020771
1451,terjun,-0.00017454562
1452,licin,-2.5473702e-05
1453,mamtaap,-9.960988e-06
1454,jooss,-2.9337963e-05
1455,rugi,-1.1829622e-05
1456,trip,-2.4471487e-06
1457,akses,-6.482749e-05
1458,air,-0.00020020771
1459,terjun,-0.00017454562
1460,enak,-5.2772426e-05
1461,kesah,-1.1887827e-05
1462,air,-0.00020020771
1463,terjun,-0.00017454562
1464,awat,-5.6362253e-05
1465,sampah,-7.9229925e-05
1466,sera,7.633861e-06
1467,air,-0.00020020771
1468,terjun,-0.00017454562
1469,bagus,-0.00011133886
1470,fotografi,3.651581e-05
1471,cman,7.704684e-06
1472,bagus,-0.00011133886
1473,main,-6.912762e-05
1474,air,-0.00020020771
1475,tempat,-3.260219e-05
1476,batu,-8.811243e-08
1477,air,-0.00020020771
1478,jernih,-6.589311e-05
1479,fasilitas,-1.6488188e-05
1480,benah,-1.6841706e-05
1481,toilet,-9.865809e-05
1482,restoran,-1.0124208e-05
1483,kecil,2.6967022e-05
1484,sedia,-2.262634e-05
1485,motret,-1.6248867e-05
1486,nongkrong,-1.1046868e-05
1487,makan,-0.00011043447
1488,hidden,-4.351546e-05
1489,gem,-1.3232014e-05
1490,bagus,-0.00011133886
1491,tempat,-3.260219e-05
1492,sejuk,-6.643778e-05
1493,bagus,-0.00011133886
1494,tarik,-7.814775e-05
1495,sayang,-9.006186e-05
1496,sampah,-7.9229925e-05
1497,pantai,-0.00012732984
1498,air,-0.00020020771
1499,terjun,-0.00017454562
1500,air,-0.00020020771
1501,terjun,-0.00017454562
1502,toro,-6.304506e-05
1503,satu,-6.9944085e-06
1504,air,-0.00020020771
1505,terjun,-0.00017454562
1506,madura,-0.00012651196
1507,sumber,9.496954e-06
1508,mata,-9.132005e-05
1509,air,-0.00020020771
1510,alami,-4.2822077e-05
1511,langsung,-8.093102e-05
1512,turun,-7.3778734e-05
1513,laut,-0.00017746219
1514,lokasi,-6.4654654e-05
1515,air,-0.00020020771
1516,terjun,-0.00017454562
1517,desa,-3.4517925e-06
1518,ketapang,-8.2815735e-05
1519,timur,-3.695549e-05
1520,camat,-1.7538023e-05
1521,ketapang,-8.2815735e-05
1522,kabupaten,-7.2721996e-05
1523,sampang,-0.00016301368
1524,madura,-0.00012651196
1525,lokasi,-6.4654654e-05
1526,pinggir,-0.000114771996
1527,jalan,-0.00012294568
1528,mudah,-0.00012734455
1529,wisatawan,5.432235e-06
1530,kunjung,-5.6902878e-05
1531,air,-0.00020020771
1532,terjun,-0.00017454562
1533,langsung,-8.093102e-05
1534,pinggir,-0.000114771996
1535,pantai,-0.00012732984
1536,puas,-2.6065964e-05
1537,layan,-2.424838e-07
1538,parkir,-0.000118844
1539,kena,-1.1006534e-05
1540,mahal,-2.9375908e-05
1541,bagus,-0.00011133886
1542,view,-9.9871875e-05
1543,sun,-4.3259347e-06
1544,northern,5.5568767e-06
1545,suasana,-4.5561923e-05
1546,alam,-5.6761175e-05
1547,asri,-5.911584e-06
1548,kereeennn,1.0389309e-05
1549,abiiizzz,7.2614253e-06
1550,kesana,-9.384369e-05
1551,objek,-1.121804e-05
1552,wisata,-8.929305e-05
1553,keren,-4.016674e-05
1554,several,-1.5894047e-05
1555,years,-2.0936399e-05
1556,ago,-1.17144045e-05
1557,first,-1.4549817e-05
1558,visited,-3.2512336e-05
1559,place,-0.00013720438
1560,was,-2.6970587e-05
1561,bagus,-0.00011133886
1562,everything,-2.956722e-05
1563,made,-6.5008944e-06
1564,nature,3.2777805e-06
1565,but,-0.00016146262
1566,today,8.73465e-06
1567,saw,-1.9451714e-05
1568,huge,-2.2748283e-05
1569,improvements,-1.3660909e-05
1570,that,-2.5062409e-05
1571,makes,3.154693e-06
1572,even,-2.6321395e-05
1573,better,-1.1196271e-05
1574,even,-2.6321395e-05
1575,cafe,-2.1533366e-05
1576,well,-9.934413e-06
1577,done,-1.6732482e-05
1578,sampang,-0.00016301368
1579,refresh,3.9820598e-06
1580,air,-0.00020020771
1581,terjun,-0.00017454562
1582,indah,-9.057975e-05
1583,langsung,-8.093102e-05
1584,jatuh,-5.099299e-05
1585,tepi,-8.0951424e-05
1586,pantai,-0.00012732984
1587,utara,-6.2090294e-05
1588,pulau,-8.983469e-05
1589,madura,-0.00012651196
1590,tarik,-7.814775e-05
1591,hati,-0.00010181013
1592,pandang,-9.551442e-05
1593,bikin,-1.9827172e-05
1594,libur,-5.0814895e-05
1595,kesan,-5.002357e-05
1596,super,-2.7824904e-05
1597,dissapointing,-2.3020053e-05
1598,everything,-2.956722e-05
1599,isn,-1.0201362e-05
1600,treated,-3.1715663e-05
1601,well,-9.934413e-06
1602,many,-6.313757e-05
1603,trashes,-2.8366372e-05
1604,everywhere,-2.4817296e-05
1605,floors,-7.630204e-06
1606,water,-0.0001261116
1607,pretty,1.9394534e-05
1608,brown,1.02890535e-05
1609,dirty,-2.3732573e-05
1610,understand,-1.4750474e-07
1611,why,-1.8893254e-05
1612,peringkat,-1.5066288e-05
1613,tho,-1.0472132e-05
1614,different,-4.3450502e-05
1615,with,-0.000104655475
1616,pics,-4.7040583e-05
1617,hidup,-8.162638e-05
1618,google,-3.2877506e-05
1619,where,-2.0157004e-05
1620,view,-9.9871875e-05
1621,oke,-5.8010322e-05
1622,kotor,-7.736593e-05
1623,awat,-5.6362253e-05
1624,pandang,-9.551442e-05
1625,bagus,-0.00011133886
1626,santai,1.3491511e-06
1627,tempat,-3.260219e-05
1628,bagus,-0.00011133886
1629,bagus,-0.00011133886
1630,minim,-5.3372398e-05
1631,biaya,-3.0101119e-05
1632,sentuh,-5.0335868e-05
1633,bersih,-0.00010601336
1634,bagus,-0.00011133886
1635,awat,-5.6362253e-05
1636,letak,-1.2918457e-05
1637,pinggir,-0.000114771996
1638,jalan,-0.00012294568
1639,musim,-6.907945e-05
1640,hujan,-7.706003e-05
1641,becek,-2.830017e-05
1642,licin,-2.5473702e-05
1643,datang,-3.573422e-05
1644,pagi,-4.340327e-05
1645,air,-0.00020020771
1646,laut,-0.00017746219
1647,pasang,-3.6045552e-05
1648,air,-0.00020020771
1649,bening,-3.53057e-05
1650,karang,-4.7368285e-05
1651,wisata,-8.929305e-05
1652,air,-0.00020020771
1653,terjun,-0.00017454562
1654,toro,-6.304506e-05
1655,air,-0.00020020771
1656,sungai,-3.25669e-05
1657,langsung,-8.093102e-05
1658,terjun,-0.00017454562
1659,laut,-0.00017746219
1660,tempat,-3.260219e-05
1661,awat,-5.6362253e-05
1662,bagus,-0.00011133886
1663,lihat,-3.795548e-05
1664,tiket,-3.9612427e-05
1665,salam,-6.385888e-06
1666,dr,-3.6619957e-05
1667,jember,2.2911454e-05
1668,moga,-5.235997e-05
1669,depa,-8.664528e-06
1670,keren,-4.016674e-05
1671,air,-0.00020020771
1672,terjun,-0.00017454562
1673,toro,-6.304506e-05
1674,salah,-4.905699e-05
1675,destinasi,-9.605831e-05
1676,wisata,-8.929305e-05
1677,sampang,-0.00016301368
1678,madura,-0.00012651196
1679,terang,-2.3517712e-06
1680,gratis,-7.2794246e-05
1681,masuk,-0.0001161102
1682,kena,-1.1006534e-05
1683,tarif,-2.6662756e-05
1684,tiket,-3.9612427e-05
1685,mantap,-3.4522665e-05
1686,sejuk,-6.643778e-05
1687,indah,-9.057975e-05
1688,oke,-5.8010322e-05
1689,la,8.1074295e-06
1690,pokok,-2.614949e-05
1691,air,-0.00020020771
1692,terjun,-0.00017454562
1693,bagus,-0.00011133886
1694,banget,-7.6723794e-05
1695,air,-0.00020020771
1696,ngalir,-6.1105716e-06
1697,langsung,-8.093102e-05
1698,pantai,-0.00012732984
1699,suguh,-3.3707896e-05
1700,warna,-2.8833692e-05
1701,air,-0.00020020771
1702,terjun,-0.00017454562
1703,bikin,-1.9827172e-05
1704,gapengen,1.5059376e-05
1705,pulang,-2.4282242e-06
1706,sana,-6.238465e-05
1707,sedia,-2.262634e-05
1708,makan,-0.00011043447
1709,nyaman,-5.1929102e-05
1710,banget,-7.6723794e-05
1711,pandang,-9.551442e-05
1712,makan,-0.00011043447
1713,bagus,-0.00011133886
1714,pokok,-2.614949e-05
1715,explore,7.4307436e-06
1716,indonesia,1.7440999e-06
1717,cantik,-3.9807714e-05
1718,air,-0.00020020771
1719,terjun,-0.00017454562
1720,langsung,-8.093102e-05
1721,pantai,-0.00012732984
1722,satu,-6.9944085e-06
1723,daerah,-9.344593e-06
1724,madura,-0.00012651196
1725,destinasi,-9.605831e-05
1726,wisata,-8.929305e-05
1727,ckup,-1.382181e-05
1728,langka,-4.4694334e-06
1729,takjub,-5.6497134e-05
1730,place,-0.00013720438
1731,shot,-3.0263162e-05
1732,musim,-6.907945e-05
1733,kemarau,-7.802781e-06
1734,biar,-2.6621807e-05
1735,licin,-2.5473702e-05
1736,bagus,-0.00011133886
1737,air,-0.00020020771
1738,terjun,-0.00017454562
1739,bangga,-2.6857648e-05
1740,masyarakat,-3.315864e-05
1741,sampang,-0.00016301368
1742,masyarakat,-3.315864e-05
1743,ketapang,-8.2815735e-05
1744,lokasi,-6.4654654e-05
1745,kembang,-8.7409135e-06
1746,kelola,-4.9876984e-05
1747,air,-0.00020020771
1748,terjun,-0.00017454562
1749,indah,-9.057975e-05
1750,lokasi,-6.4654654e-05
1751,jalur,-7.1703274e-05
1752,pantura,-5.3062828e-05
1753,bangkal,-4.9507886e-05
1754,sumenep,-4.7427195e-05
1755,air,-0.00020020771
1756,yerjun,2.3625046e-07
1757,toro,-6.304506e-05
1758,sampang,-0.00016301368
1759,bagus,-0.00011133886
1760,air,-0.00020020771
1761,terjun,-0.00017454562
1762,dg,-3.8159164e-05
1763,pantai,-0.00012732984
1764,bagus,-0.00011133886
1765,air,-0.00020020771
1766,terjun,-0.00017454562
1767,deras,-1.316225e-05
1768,pantai,-0.00012732984
1769,surut,-2.1101057e-05
1770,bagus,-0.00011133886
1771,tempat,-3.260219e-05
1772,pinter,-1.0589916e-05
1773,ambil,-3.8976996e-05
1774,spot,-7.39493e-05
1775,foto,-6.582436e-05
1776,long,-2.3988468e-05
1777,drive,-4.148256e-05
1778,from,-0.00011370829
1779,bangkal,-4.9507886e-05
1780,with,-0.000104655475
1781,uneven,-3.1933127e-05
1782,surface,1.3509441e-05
1783,dirty,-2.3732573e-05
1784,murky,-2.7083757e-05
1785,water,-0.0001261116
1786,not,-0.00013741324
1787,space,1.470413e-06
1788,take,-4.3401178e-05
1789,photos,-1.8108485e-05
1790,wasn,-5.0140832e-05
1791,expecting,-1.7141352e-05
1792,that,-2.5062409e-05
1793,actually,1.7389604e-05
1794,worst,2.4497388e-06
1795,than,-1.4521785e-05
1796,photos,-1.8108485e-05
1797,hidup,-8.162638e-05
1798,google,-3.2877506e-05
1799,search,3.1943343e-06
1800,would,-3.289991e-05
1801,not,-0.00013741324
1802,recommend,1.3256958e-05
1803,place,-0.00013720438
1804,for,-0.00013478086
1805,visit,-5.872008e-05
1806,bagus,-0.00011133886
1807,waterfall,-0.00022243267
1808,mantap,-3.4522665e-05
1809,bagus,-0.00011133886
1810,recom,2.6783586e-05
1811,cari,1.560675e-06
1812,sunset,-0.00015195877
1813,bagus,-0.00011133886
1814,place,-0.00013720438
1815,spot,-7.39493e-05
1816,foto,-6.582436e-05
1817,biar,-2.6621807e-05
1818,bosen,-6.1004266e-06
1819,bagus,-0.00011133886
1820,kecewa,-1.3857033e-05
1821,pandang,-9.551442e-05
1822,siang,4.669343e-06
1823,bagus,-0.00011133886
1824,pandang,-9.551442e-05
1825,sunset,-0.00015195877
1826,sunraise,3.2333224e-05
1827,sejuk,-6.643778e-05
1828,salah,-4.905699e-05
1829,uni,1.649986e-05
1830,air,-0.00020020771
1831,terjun,-0.00017454562
1832,langsung,-8.093102e-05
1833,alir,-1.3576206e-05
1834,laut,-0.00017746219
1835,indah,-9.057975e-05
1836,manja,-2.8672486e-05
1837,mata,-9.132005e-05
1838,salah,-4.905699e-05
1839,wisata,-8.929305e-05
1840,unit,-1.1035062e-05
1841,andal,-5.525183e-05
1842,kabupaten,-7.2721996e-05
1843,sampang,-0.00016301368
1844,madura,-0.00012651196
1845,jarang,-4.2705975e-05
1846,temu,1.5446825e-05
1847,small,-2.0178266e-05
1848,waterfall,-0.00022243267
1849,but,-0.00016146262
1850,milik,-4.8469894e-05
1851,easy,-3.7904898e-05
1852,access,-4.7599577e-05
1853,near,-1.1328209e-05
1854,public,-1.385429e-06
1855,road,-3.840732e-05
1856,panorama,-4.606778e-05
1857,sunset,-0.00015195877
1858,beautiful,-9.086469e-05
1859,can,-6.462626e-05
1860,go,-7.0412636e-05
1861,down,-2.8586846e-05
1862,below,-1.2829075e-05
