,kata,vector
1863,waterfall,-0.00022243267
1864,take,-4.3401178e-05
1865,some,-2.2457582e-05
1866,pictures,-9.101291e-06
1867,but,-0.00016146262
1868,careful,-1.9758572e-06
1869,many,-6.313757e-05
1870,rocks,-1.9380175e-05
1871,around,-6.124169e-05
1872,still,-5.28192e-05
1873,one,-4.407907e-05
1874,of,-0.00015270713
1875,several,-1.5894047e-05
1876,popular,-2.2986162e-05
1877,waterfall,-0.00022243267
1878,madura,-0.00012651196
1879,island,-5.0896833e-05
1880,rekomendasi,-0.0001078243
1881,place,-0.00013720438
1882,visit,-5.872008e-05
1883,re,7.065378e-06
1884,madura,-0.00012651196
1885,sungguh,-2.1417923e-06
1886,indah,-9.057975e-05
1887,cinptaan,-2.9132256e-05
1888,mu,3.1957443e-05
1889,allah,-1.7902908e-05
1890,unique,-8.7980125e-06
1891,thing,2.8619567e-07
1892,waterfall,-0.00022243267
1893,directly,-5.2532447e-05
1894,poured,-3.96153e-05
1895,into,-6.982945e-05
1896,sea,-0.00014120193
1897,beach,-0.000109408735
1898,height,-3.5466488e-05
1899,about,-2.5750054e-05
1900,meter,-2.5462607e-05
1901,easy,-3.7904898e-05
1902,access,-4.7599577e-05
1903,with,-0.000104655475
1904,lot,-5.039917e-07
1905,of,-0.00015270713
1906,visitors,-4.072712e-05
1907,during,-2.3992605e-05
1908,holiday,1.730679e-05
1909,wisata,-8.929305e-05
1910,dg,-3.8159164e-05
1911,panorama,-4.606778e-05
1912,pemandanganyg,-2.4050076e-05
1913,indah,-9.057975e-05
1914,air,-0.00020020771
1915,terjun,-0.00017454562
1916,muara,-5.7748784e-05
1917,bibir,-2.352093e-05
1918,pantai,-0.00012732984
1919,utara,-6.2090294e-05
1920,pulau,-8.983469e-05
1921,madura,-0.00012651196
1922,cocok,-7.0398775e-05
1923,tuju,-2.2832628e-05
1924,wisata,-8.929305e-05
1925,senanng,1.2012703e-05
1926,bahagia,2.395213e-05
1927,lumayan,-4.1320374e-05
1928,tata,1.0126118e-05
1929,air,-0.00020020771
1930,terjun,-0.00017454562
1931,alir,-1.3576206e-05
1932,langsung,-8.093102e-05
1933,laut,-0.00017746219
1934,kesana,-9.384369e-05
1935,sampah,-7.9229925e-05
1936,pinggir,-0.000114771996
1937,laut,-0.00017746219
1938,moga,-5.235997e-05
1939,barokah,-1.5077417e-06
1940,wali,1.5852586e-06
1941,suka,-6.9168134e-05
1942,lestari,4.338514e-05
1943,indah,-9.057975e-05
1944,lumayan,-4.1320374e-05
1945,renang,-3.7193233e-05
1946,nikmat,-7.232363e-05
1947,indah,-9.057975e-05
1948,alam,-5.6761175e-05
1949,pantai,-0.00012732984
1950,air,-0.00020020771
1951,terjun,-0.00017454562
1952,destinasi,-9.605831e-05
1953,destinasi,-9.605831e-05
1954,wisata,-8.929305e-05
1955,air,-0.00020020771
1956,terjun,-0.00017454562
1957,pinggir,-0.000114771996
1958,pantai,-0.00012732984
1959,utara,-6.2090294e-05
1960,kabupaten,-7.2721996e-05
1961,sampang,-0.00016301368
1962,indah,-9.057975e-05
1963,air,-0.00020020771
1964,terjun,-0.00017454562
1965,batas,6.78078e-06
1966,langsung,-8.093102e-05
1967,laut,-0.00017746219
1968,beautifull,-5.5799217e-05
1969,view,-9.9871875e-05
1970,keren,-4.016674e-05
1971,pokok,-2.614949e-05
1972,ma,-3.507252e-06
1973,wisata,-8.929305e-05
1974,air,-0.00020020771
1975,terjun,-0.00017454562
1976,madura,-0.00012651196
1977,gelombang,5.2245286e-06
1978,laut,-0.00017746219
1979,lumayan,-4.1320374e-05
1980,waterfall,-0.00022243267
1981,air,-0.00020020771
1982,terjun,-0.00017454562
1983,laut,-0.00017746219
1984,ciprat,-3.5801959e-06
1985,jatuh,-5.099299e-05
1986,air,-0.00020020771
1987,sejuk,-6.643778e-05
1988,cakep,-1.1014141e-05
1989,viewnya,-1.1129305e-06
1990,bagus,-0.00011133886
1991,tempat,-3.260219e-05
1992,nyaman,-5.1929102e-05
1993,family,-3.0897067e-05
1994,makan,-0.00011043447
1995,enaak,1.076104e-05
1996,bagus,-0.00011133886
1997,spot,-7.39493e-05
1998,foto,-6.582436e-05
1999,air,-0.00020020771
2000,terjun,-0.00017454562
2001,toro,-6.304506e-05
2002,mantap,-3.4522665e-05
2003,cocok,-7.0398775e-05
2004,refresing,2.5185798e-05
2005,lokasi,-6.4654654e-05
2006,spot,-7.39493e-05
2007,alam,-5.6761175e-05
2008,tarik,-7.814775e-05
2009,sayang,-9.006186e-05
2010,kumuh,-2.285334e-05
2011,kotor,-7.736593e-05
2012,tugas,-3.0684754e-05
2013,perintah,1.6415279e-05
2014,kelola,-4.9876984e-05
2015,air,-0.00020020771
2016,terjun,-0.00017454562
2017,langsung,-8.093102e-05
2018,laut,-0.00017746219
2019,laut,-0.00017746219
2020,bersih,-0.00010601336
2021,sampah,-7.9229925e-05
2022,bagus,-0.00011133886
2023,foto,-6.582436e-05
2024,foto,-6.582436e-05
2025,temapatnya,1.7336761e-06
2026,indah,-9.057975e-05
2027,strategis,-7.16641e-05
2028,bagus,-0.00011133886
2029,takjub,-5.6497134e-05
2030,pandang,-9.551442e-05
2031,indah,-9.057975e-05
2032,butuh,-4.885669e-05
2033,sentuh,-5.0335868e-05
2034,tangan,-3.4792745e-05
2035,mang,-1.5460295e-05
2036,kuasa,-7.5667554e-06
2037,indah,-9.057975e-05
2038,banget,-7.6723794e-05
2039,kereenn,-5.2976984e-06
2040,mantap,-3.4522665e-05
2041,salah,-4.905699e-05
2042,satuari,-3.653858e-05
2043,terjun,-0.00017454562
2044,madura,-0.00012651196
2045,pesisir,-1.7914603e-05
2046,pantai,-0.00012732984
2047,utara,-6.2090294e-05
2048,jarak,-7.897548e-06
2049,km,-4.726041e-05
2050,pusat,-8.354394e-06
2051,kota,-7.7478006e-05
2052,sampang,-0.00016301368
2053,tawar,-1.4509003e-05
2054,indah,-9.057975e-05
2055,air,-0.00020020771
2056,terjun,-0.00017454562
2057,langsung,-8.093102e-05
2058,muara,-5.7748784e-05
2059,laut,-0.00017746219
2060,lepas,-2.954382e-05
2061,papar,-1.454911e-05
2062,laut,-0.00017746219
2063,utara,-6.2090294e-05
2064,pesona,-4.8419097e-05
2065,waisatawan,2.1829785e-05
2066,nikmat,-7.232363e-05
2067,sunrise,-1.3954916e-05
2068,pagi,-4.340327e-05
2069,sunset,-0.00015195877
2070,sore,-6.133221e-05
2071,beautiful,-9.086469e-05
2072,waterfal,1.7159773e-05
2073,mobil,-2.7943022e-05
2074,masuk,-0.0001161102
2075,bagus,-0.00011133886
2076,sarana,-3.1560146e-05
2077,dukung,-6.103718e-05
2078,bagus,-0.00011133886
2079,air,-0.00020020771
2080,terjun,-0.00017454562
2081,alami,-4.2822077e-05
2082,jernih,-6.589311e-05
2083,jatuh,-5.099299e-05
2084,laut,-0.00017746219
2085,indah,-9.057975e-05
2086,air,-0.00020020771
2087,terjun,-0.00017454562
2088,mengalirr,-1.4971819e-05
2089,beautyfull,-1.8953406e-05
2090,sulit,-2.440808e-05
2091,air,-0.00020020771
2092,terjun,-0.00017454562
2093,jatuh,-5.099299e-05
2094,laut,-0.00017746219
2095,refreshing,-5.5721594e-05
2096,with,-0.000104655475
2097,kantor,9.289242e-06
2098,baik,-4.3208525e-05
2099,pasang,-3.6045552e-05
2100,surut,-2.1101057e-05
2101,musim,-6.907945e-05
2102,hujan,-7.706003e-05
2103,air,-0.00020020771
2104,keruh,2.3297482e-06
2105,tingkat,1.8824941e-05
2106,pelihara,-5.9527343e-07
2107,akses,-6.482749e-05
2108,mudah,-0.00012734455
2109,pantai,-0.00012732984
2110,bagus,-0.00011133886
2111,makan,-0.00011043447
2112,air,-0.00020020771
2113,terjun,-0.00017454562
2114,laut,-0.00017746219
2115,kumuh,-2.285334e-05
2116,parkir,-0.000118844
2117,luas,-5.563993e-05
2118,mending,-1.9931544e-05
2119,sore,-6.133221e-05
2120,senja,-2.78428e-05
2121,sore,-6.133221e-05
2122,sungguh,-2.1417923e-06
2123,pandang,-9.551442e-05
2124,keren,-4.016674e-05
2125,air,-0.00020020771
2126,terjun,-0.00017454562
2127,langsung,-8.093102e-05
2128,laut,-0.00017746219
2129,jawa,-5.0192008e-05
2130,november,1.08890645e-05
2131,unik,-2.4015704e-05
2132,air,-0.00020020771
2133,terjun,-0.00017454562
2134,pinggir,-0.000114771996
2135,laut,-0.00017746219
2136,saran,-4.6771733e-05
2137,air,-0.00020020771
2138,bagus,-0.00011133886
2139,jernih,-6.589311e-05
2140,kunjung,-5.6902878e-05
2141,musim,-6.907945e-05
2142,jalan,-0.00012294568
2143,raya,-5.1136707e-05
2144,tempat,-3.260219e-05
2145,sempit,2.0046971e-05
2146,adorable,6.392326e-06
2147,but,-0.00016146262
2148,place,-0.00013720438
2149,about,-2.5750054e-05
2150,minutes,-3.960158e-05
2151,from,-0.00011370829
2152,sampang,-0.00016301368
2153,city,-2.662676e-05
2154,also,-3.1517728e-05
2155,bit,-4.5710072e-05
2156,hard,-4.9801238e-05
2157,get,-1.6273782e-06
2158,here,-9.064691e-05
2159,must,-6.632002e-05
2160,use,-1.6339773e-05
2161,your,-5.5602977e-05
2162,own,-3.362529e-06
2163,vehicle,-8.820693e-06
2164,not,-0.00013741324
2165,really,-1.0618986e-05
2166,sure,-6.7729998e-06
2167,public,-1.385429e-06
2168,transport,-3.8165785e-05
2169,get,-1.6273782e-06
2170,here,-9.064691e-05
2171,dasar,1.00953e-05
2172,hasil,-3.0345004e-06
2173,wawancara,-2.142316e-05
2174,warga,-7.8599105e-06
2175,air,-0.00020020771
2176,terjun,-0.00017454562
2177,toro,-6.304506e-05
2178,simpan,-4.3687673e-05
2179,kisah,-4.1651783e-05
2180,suami,-6.514757e-05
2181,istri,-2.2593944e-05
2182,sakti,-7.6146796e-07
2183,sayyid,4.6492087e-06
2184,abdullah,-1.17498275e-05
2185,siti,-1.93731e-05
2186,marwah,-4.0140094e-05
2187,buju,-3.8717895e-05
2188,panyeppen,-1.3293933e-05
2189,sang,-3.50209e-05
2190,istri,-2.2593944e-05
2191,makam,-8.312333e-06
2192,sang,-3.50209e-05
2193,suami,-6.514757e-05
2194,eksotik,-2.9456635e-06
2195,pandang,-9.551442e-05
2196,alam,-5.6761175e-05
2197,lumayan,-4.1320374e-05
2198,indah,-9.057975e-05
2199,air,-0.00020020771
2200,terjun,-0.00017454562
2201,titi,2.0076077e-05
2202,ketapang,-8.2815735e-05
2203,pokok,-2.614949e-05
2204,puas,-2.6065964e-05
2205,bagus,-0.00011133886
2206,sumenep,-4.7427195e-05
2207,air,-0.00020020771
2208,terjun,-0.00017454562
2209,utara,-6.2090294e-05
2210,butuh,-4.885669e-05
2211,juang,9.623216e-06
2212,lewat,6.6243615e-06
2213,hutan,-1.950842e-05
2214,sepi,1.8102757e-05
2215,bukit,2.7582662e-05
2216,jalan,-0.00012294568
2217,lubang,1.2827295e-05
2218,ketapang,-8.2815735e-05
2219,malan,9.3082804e-07
2220,nginap,-3.064706e-05
2221,spbu,-9.300818e-06
2222,satu,-6.9944085e-06
2223,homestay,-1.9633439e-05
2224,sdh,-3.0996216e-05
2225,pagi,-4.340327e-05
2226,air,-0.00020020771
2227,bagus,-0.00011133886
2228,location,-5.557787e-05
2229,fresh,-3.9166924e-05
2230,but,-0.00016146262
2231,hottest,-1.4857436e-06
2232,place,-0.00013720438
2233,lokasi,-6.4654654e-05
2234,pinggir,-0.000114771996
2235,jalan,-0.00012294568
2236,gampang,-8.82892e-06
2237,gratis,-7.2794246e-05
2238,htm,5.2930377e-06
2239,cuman,-7.4385666e-06
2240,bayar,-6.0662645e-05
2241,parkir,-0.000118844
2242,enak,-5.2772426e-05
2243,foto,-6.582436e-05
2244,santai,1.3491511e-06
2245,keluarga,-1.8554232e-05
2246,lengkap,-1.6487445e-05
2247,warung,-3.6305635e-05
2248,leseh,-5.249016e-05
2249,musholla,-1.6286236e-05
2250,parkir,-0.000118844
2251,pandang,-9.551442e-05
2252,indah,-9.057975e-05
2253,patut,5.486886e-06
2254,coba,5.219722e-06
2255,alami,-4.2822077e-05
2256,masuk,-0.0001161102
2257,info,5.3791746e-07
2258,tugas,-3.0684754e-05
2259,air,-0.00020020771
2260,musin,-1.9047775e-05
2261,kemarau,-7.802781e-06
2262,suka,-6.9168134e-05
2263,debit,2.187345e-05
2264,air,-0.00020020771
2265,terjun,-0.00017454562
2266,sampah,-7.9229925e-05
2267,sera,7.633861e-06
2268,although,-2.3564853e-05
2269,distance,-4.9023815e-06
2270,from,-0.00011370829
2271,surabaya,-4.3573305e-05
2272,here,-9.064691e-05
2273,god,1.0527819e-05
2274,damn,-3.439712e-06
2275,around,-6.124169e-05
2276,kilometers,-2.6649997e-05
2277,but,-0.00016146262
2278,believe,6.965041e-06
2279,that,-2.5062409e-05
2280,worth,-4.7020905e-05
2281,waterfall,-0.00022243267
2282,drop,-7.1793124e-06
2283,directly,-5.2532447e-05
2284,into,-6.982945e-05
2285,sea,-0.00014120193
2286,unique,-8.7980125e-06
2287,but,-0.00016146262
2288,remember,2.3187422e-06
2289,can,-6.462626e-05
2290,swim,-3.227962e-05
2291,hole,-2.5952424e-05
2292,below,-1.2829075e-05
2293,waterfall,-0.00022243267
2294,lumayan,-4.1320374e-05
2295,kali,-2.405221e-05
2296,panas,-4.916571e-05
2297,bayar,-6.0662645e-05
2298,air,-0.00020020771
2299,terjun,-0.00017454562
2300,hadap,-3.0752697e-05
2301,laut,-0.00017746219
2302,lepas,-2.954382e-05
2303,air,-0.00020020771
2304,terjun,-0.00017454562
2305,wilayah,-2.7861077e-05
2306,sampang,-0.00016301368
2307,madura,-0.00012651196
2308,langsung,-8.093102e-05
2309,muara,-5.7748784e-05
2310,laut,-0.00017746219
2311,utara,-6.2090294e-05
2312,madura,-0.00012651196
2313,suasana,-4.5561923e-05
2314,alam,-5.6761175e-05
2315,indah,-9.057975e-05
2316,padu,-2.5825128e-05
2317,air,-0.00020020771
2318,terjun,-0.00017454562
2319,laut,-0.00017746219
2320,gilasih,3.5660185e-05
2321,sunsetnyaa,-3.4487755e-05
2322,parah,-1.8568546e-05
2323,abiss,-1.540365e-05
2324,ehe,-4.1323237e-06
2325,foto,-6.582436e-05
2326,kotor,-7.736593e-05
2327,sampah,-7.9229925e-05
2328,sampah,-7.9229925e-05
2329,jalan,-0.00012294568
2330,evaluasi,-8.271179e-06
2331,air,-0.00020020771
2332,terjun,-0.00017454562
2333,indah,-9.057975e-05
2334,lgs,9.691583e-06
2335,laut,-0.00017746219
2336,lengkap,-1.6487445e-05
2337,fasilitas,-1.6488188e-05
2338,makan,-0.00011043447
2339,leseh,-5.249016e-05
2340,keren,-4.016674e-05
2341,cuy,1.7610413e-05
2342,ambil,-3.8976996e-05
2343,foto,-6.582436e-05
2344,wisata,-8.929305e-05
2345,air,-0.00020020771
2346,terjun,-0.00017454562
2347,toro,-6.304506e-05
2348,indah,-9.057975e-05
2349,bersih,-0.00010601336
2350,jaga,-4.2531115e-05
2351,keren,-4.016674e-05
2352,instagramable,1.8425355e-05
2353,pandang,-9.551442e-05
2354,ciamik,-2.7135313e-05
2355,air,-0.00020020771
2356,terjun,-0.00017454562
2357,sampang,-0.00016301368
2358,madura,-0.00012651196
2359,udara,-1.289759e-05
2360,air,-0.00020020771
2361,terjun,-0.00017454562
2362,langsung,-8.093102e-05
2363,muara,-5.7748784e-05
2364,laut,-0.00017746219
2365,laut,-0.00017746219
2366,jawa,-5.0192008e-05
2367,air,-0.00020020771
2368,terjun,-0.00017454562
2369,meter,-2.5462607e-05
2370,atas,-7.7207105e-06
2371,muka,1.9884832e-05
2372,air,-0.00020020771
2373,laut,-0.00017746219
2374,airny,-1.868101e-05
2375,biru,-1.5641279e-05
2376,hijau,-3.7144498e-06
2377,panorama,-4.606778e-05
2378,elok,-2.9217083e-06
2379,cocok,-7.0398775e-05
2380,rekreasi,-2.7984566e-05
2381,wisata,-8.929305e-05
2382,pantai,-0.00012732984
2383,bagus,-0.00011133886
2384,obyek,-5.68549e-05
2385,foto,-6.582436e-05
2386,ciamik,-2.7135313e-05
2387,pandang,-9.551442e-05
2388,bagus,-0.00011133886
2389,akses,-6.482749e-05
2390,mudah,-0.00012734455
2391,tepi,-8.0951424e-05
2392,jalan,-0.00012294568
2393,wisata,-8.929305e-05
2394,rawat,-1.7794126e-05
2395,bersih,-0.00010601336
2396,cenderung,-3.4644116e-05
2397,saran,-4.6771733e-05
2398,pagi,-4.340327e-05
2399,enak,-5.2772426e-05
2400,unt,1.0883312e-05
2401,santai,1.3491511e-06
2402,bagus,-0.00011133886
2403,bagus,-0.00011133886
2404,sejuk,-6.643778e-05
2405,dingin,-9.352229e-06
2406,bagus,-0.00011133886
2407,indah,-9.057975e-05
2408,transfer,-2.7459511e-05
2409,air,-0.00020020771
2410,terjun,-0.00017454562
2411,bagus,-0.00011133886
2412,keren,-4.016674e-05
2413,banget,-7.6723794e-05
2414,cocok,-7.0398775e-05
2415,banget,-7.6723794e-05
2416,ngilangin,-1.8007002e-05
2417,penat,4.3742925e-06
2418,bagus,-0.00011133886
2419,view,-9.9871875e-05
2420,waterfall,-0.00022243267
2421,area,-0.00013213312
2422,was,-2.6970587e-05
2423,main,-6.912762e-05
2424,road,-3.840732e-05
2425,access,-4.7599577e-05
2426,easy,-3.7904898e-05
2427,gratis,-7.2794246e-05
2428,entrance,5.313191e-07
2429,ticket,4.3460373e-06
2430,but,-0.00016146262
2431,for,-0.00013478086
2432,car,-4.941346e-05
2433,parking,-5.1598356e-05
2434,have,-1.4522402e-06
2435,pay,-1.6496893e-05
2436,rupiah,-2.8887413e-05
2437,car,-4.941346e-05
2438,access,-4.7599577e-05
2439,waterfall,-0.00022243267
2440,from,-0.00011370829
2441,parking,-5.1598356e-05
2442,area,-0.00013213312
2443,not,-0.00013741324
2444,too,-5.5808938e-05
2445,walking,1.7309936e-05
2446,go,-7.0412636e-05
2447,down,-2.8586846e-05
2448,around,-6.124169e-05
2449,makan,-0.00011043447
2450,ikan,-5.464028e-05
2451,enak,-5.2772426e-05
2452,pinggir,-0.000114771996
2453,jalan,-0.00012294568
2454,hadap,-3.0752697e-05
2455,pantai,-0.00012732984
2456,air,-0.00020020771
2457,terjun,-0.00017454562
2458,air,-0.00020020771
2459,muara,-5.7748784e-05
2460,laut,-0.00017746219
2461,pandang,-9.551442e-05
2462,enak,-5.2772426e-05
2463,sejuk,-6.643778e-05
2464,rasa,1.5358544e-05
2465,bagus,-0.00011133886
2466,pandang,-9.551442e-05
2467,wisata,-8.929305e-05
2468,asik,-1.9831215e-05
2469,sederhana,-2.1908916e-06
2470,bagus,-0.00011133886
2471,selfi,-3.7107053e-05
2472,foto,-6.582436e-05
2473,harga,-4.58518e-05
2474,tiket,-3.9612427e-05
2475,masuk,-0.0001161102
2476,cuman,-7.4385666e-06
2477,bagus,-0.00011133886
2478,place,-0.00013720438
2479,libur,-5.0814895e-05
2480,family,-3.0897067e-05
2481,rekomendasi,-0.0001078243
2482,wisata,-8.929305e-05
2483,indah,-9.057975e-05
2484,quite,-6.914641e-05
2485,bagus,-0.00011133886
2486,place,-0.00013720438
2487,but,-0.00016146262
2488,need,-5.7062545e-05
2489,more,-2.2562934e-05
2490,improvement,-1.6508488e-05
2491,hibur,1.4090554e-05
2492,dri,1.2251457e-05
2493,sendri,-2.7367967e-06
2494,lumayan,-4.1320374e-05
2495,indah,-9.057975e-05
2496,pandang,-9.551442e-05
2497,indah,-9.057975e-05
2498,anggap,-6.014864e-06
2499,air,-0.00020020771
2500,terjun,-0.00017454562
2501,tanah,2.282692e-06
2502,turun,-7.3778734e-05
2503,laut,-0.00017746219
2504,air,-0.00020020771
2505,air,-0.00020020771
2506,terjun,-0.00017454562
2507,buang,-2.2318493e-06
2508,kotor,-7.736593e-05
2509,dalam,5.7407096e-06
2510,cemar,-1.379909e-05
2511,menjagan,9.444381e-06
2512,airterjun,1.1472715e-05
2513,tepi,-8.0951424e-05
2514,laut,-0.00017746219
2515,jarang,-4.2705975e-05
2516,temu,1.5446825e-05
2517,mudah,-0.00012734455
2518,jangkau,-5.8679994e-05
2519,jalan,-0.00012294568
2520,utama,-1.0633198e-05
2521,air,-0.00020020771
2522,terjun,-0.00017454562
2523,toro,-6.304506e-05
2524,bagus,-0.00011133886
2525,air,-0.00020020771
2526,terjun,-0.00017454562
2527,jatuh,-5.099299e-05
2528,langsung,-8.093102e-05
2529,laut,-0.00017746219
2530,pandang,-9.551442e-05
2531,indah,-9.057975e-05
2532,nikmat,-7.232363e-05
2533,air,-0.00020020771
2534,terjun,-0.00017454562
2535,nikmat,-7.232363e-05
2536,indah,-9.057975e-05
2537,laut,-0.00017746219
2538,lepas,-2.954382e-05
2539,spot,-7.39493e-05
2540,foto,-6.582436e-05
2541,bagus,-0.00011133886
2542,jadi,-1.1831364e-05
2543,bagus,-0.00011133886
2544,jgk,-1.1422759e-05
2545,payment,4.2028663e-05
2546,danga,-1.7880577e-05
2547,bag,-2.7128515e-05
2548,pasti,-4.440659e-06
2549,mo,-6.238092e-06
2550,air,-0.00020020771
2551,pasang,-3.6045552e-05
2552,keren,-4.016674e-05
2553,kelola,-4.9876984e-05
2554,wisata,-8.929305e-05
2555,ramah,-1.07774795e-05
2556,tempat,-3.260219e-05
2557,sejuk,-6.643778e-05
2558,rugi,-1.1829622e-05
2559,keruh,2.3297482e-06
2560,rekomendasi,-0.0001078243
2561,visit,-5.872008e-05
2562,place,-0.00013720438
2563,madura,-0.00012651196
2564,tempat,-3.260219e-05
2565,menimbah,-1.8363593e-05
2566,ilmu,1.1726437e-05
2567,bagus,-0.00011133886
2568,bagus,-0.00011133886
2569,kelola,-4.9876984e-05
2570,bangun,-4.017751e-05
2571,pandang,-9.551442e-05
2572,eksotis,-6.9889097e-06
2573,pinggir,-0.000114771996
2574,laut,-0.00017746219
2575,viewnya,-1.1129305e-06
2576,asyiik,4.4571466e-06
2577,air,-0.00020020771
2578,terjun,-0.00017454562
2579,langsung,-8.093102e-05
2580,laut,-0.00017746219
2581,banyak,1.2246704e-05
2582,air,-0.00020020771
2583,terjun,-0.00017454562
2584,gunung,-3.564174e-05
2585,naah,-2.0904974e-05
2586,laut,-0.00017746219
2587,air,-0.00020020771
2588,jernih,-6.589311e-05
2589,foto,-6.582436e-05
2590,air,-0.00020020771
2591,terjun,-0.00017454562
2592,toro,-6.304506e-05
2593,adalan,-4.724457e-05
2594,wisata,-8.929305e-05
2595,alam,-5.6761175e-05
2596,madura,-0.00012651196
2597,bagus,-0.00011133886
2598,sentuh,-5.0335868e-05
2599,tangan,-3.4792745e-05
2600,pofesional,-3.885795e-05
2601,investor,-5.1426805e-06
2602,kembang,-8.7409135e-06
2603,bagus,-0.00011133886
2604,parkir,-0.000118844
2605,mahal,-2.9375908e-05
2606,lokasi,-6.4654654e-05
2607,pencil,1.6688164e-05
2608,minim,-5.3372398e-05
2609,papan,-1.7425406e-05
2610,tunjuk,-2.8518902e-05
2611,butuh,-4.885669e-05
2612,google,-3.2877506e-05
2613,map,-1.3129818e-05
2614,nyasar,-7.950086e-06
2615,akses,-6.482749e-05
2616,jalan,-0.00012294568
2617,bagus,-0.00011133886
2618,pandang,-9.551442e-05
2619,indah,-9.057975e-05
2620,panas,-4.916571e-05
2621,main,-6.912762e-05
2622,tempat,-3.260219e-05
2623,bagus,-0.00011133886
2624,sehat,1.6696193e-07
2625,cool,-4.6131478e-05
2626,beautiful,-9.086469e-05
2627,place,-0.00013720438
2628,go,-7.0412636e-05
2629,indah,-9.057975e-05
2630,sunset,-0.00015195877
2631,tawan,-3.6935642e-05
2632,nanti,-4.3389314e-06
2633,lokasi,-6.4654654e-05
2634,jalan,-0.00012294568
2635,raya,-5.1136707e-05
2636,mudah,-0.00012734455
2637,jangkau,-5.8679994e-05
2638,km,-4.726041e-05
2639,jembatan,-4.2419888e-05
2640,suramadu,-3.6036447e-05
2641,siap,-1.4240169e-05
2642,bekal,8.645096e-06
2643,fisik,-1.350832e-05
2644,jalan,-0.00012294568
2645,pandang,-9.551442e-05
2646,takjub,-5.6497134e-05
2647,air,-0.00020020771
2648,terjun,-0.00017454562
2649,jatuh,-5.099299e-05
2650,pantai,-0.00012732984
2651,satu,-6.9944085e-06
2652,air,-0.00020020771
2653,terjun,-0.00017454562
2654,madura,-0.00012651196
2655,air,-0.00020020771
2656,terjun,-0.00017454562
2657,sungai,-3.25669e-05
2658,langsung,-8.093102e-05
2659,laut,-0.00017746219
2660,bagus,-0.00011133886
2661,banget,-7.6723794e-05
2662,kuliner,-4.0266747e-05
2663,mantap,-3.4522665e-05
2664,rekomendasi,-0.0001078243
2665,ikan,-5.464028e-05
2666,kembung,2.2199265e-06
2667,maknyus,-8.4432195e-06
2668,restoran,-1.0124208e-05
2669,harga,-4.58518e-05
2670,murah,-2.3442924e-05
2671,poin,-2.1659785e-05
2672,hati,-0.00010181013
2673,lokasi,-6.4654654e-05
2674,air,-0.00020020771
2675,terjun,-0.00017454562
2676,jalan,-0.00012294568
2677,licin,-2.5473702e-05
2678,dusim,-1.775287e-07
2679,hujan,-7.706003e-05
2680,pandang,-9.551442e-05
2681,bagus,-0.00011133886
2682,cocok,-7.0398775e-05
2683,spot,-7.39493e-05
2684,foto,-6.582436e-05
2685,air,-0.00020020771
2686,terjun,-0.00017454562
2687,indah,-9.057975e-05
2688,rekomendasi,-0.0001078243
2689,place,-0.00013720438
2690,pandang,-9.551442e-05
2691,indah,-9.057975e-05
2692,bagus,-0.00011133886
2693,bersih,-0.00010601336
2694,panorama,-4.606778e-05
2695,bagus,-0.00011133886
2696,kreativitas,-2.2678885e-05
2697,tambah,-1.0649015e-05
2698,area,-0.00013213312
2699,pantai,-0.00012732984
2700,tambah,-1.0649015e-05
2701,fasilitas,-1.6488188e-05
2702,kos,-4.8059514e-06
2703,bagus,-0.00011133886
2704,foto,-6.582436e-05
2705,bagus,-0.00011133886
2706,scenery,2.8435148e-05
2707,keren,-4.016674e-05
2708,senang,-3.832697e-05
2709,keren,-4.016674e-05
2710,akses,-6.482749e-05
2711,mudah,-0.00012734455
2712,kesan,-5.002357e-05
2713,sayang,-9.006186e-05
2714,pesisir,-1.7914603e-05
2715,cuaca,1.0856133e-05
2716,panas,-4.916571e-05
2717,parkir,-0.000118844
2718,mahal,-2.9375908e-05
2719,bagus,-0.00011133886
2720,murah,-2.3442924e-05
2721,tiket,-3.9612427e-05
2722,bagus,-0.00011133886
2723,kecewa,-1.3857033e-05
2724,main,-6.912762e-05
2725,kgesini,1.40699685e-05
2726,air,-0.00020020771
2727,terjun,-0.00017454562
2728,beautiful,-9.086469e-05
2729,sempurna,2.2534701e-05
2730,parkir,-0.000118844
2731,luas,-5.563993e-05
2732,viewnya,-1.1129305e-06
2733,mantap,-3.4522665e-05
2734,strategis,-7.16641e-05
2735,cantik,-3.9807714e-05
2736,salah,-4.905699e-05
2737,andal,-5.525183e-05
2738,destinasi,-9.605831e-05
2739,wisata,-8.929305e-05
2740,kab,-4.4602024e-05
2741,sampang,-0.00016301368
2742,pandang,-9.551442e-05
2743,unik,-2.4015704e-05
2744,tengah,-1.45783815e-05
2745,laut,-0.00017746219
2746,air,-0.00020020771
2747,terjun,-0.00017454562
2748,sungai,-3.25669e-05
2749,kec,-9.269209e-07
2750,sakobanah,-2.6788186e-05
2751,air,-0.00020020771
2752,bersih,-0.00010601336
2753,puas,-2.6065964e-05
2754,mantap,-3.4522665e-05
2755,keren,-4.016674e-05
2756,lumayan,-4.1320374e-05
2757,bagus,-0.00011133886
2758,air,-0.00020020771
2759,bersih,-0.00010601336
2760,bagus,-0.00011133886
2761,banget,-7.6723794e-05
2762,bagus,-0.00011133886
2763,foto,-6.582436e-05
